title,brand,description,final_price,availability,categories,item_weight,rating,model_number,department,length,width,height,price_bucket,primary_category
glamorise womens plus size wonderwire frontclosure bra underwire 1245,Glamorise,at the intersection of convenience and comfort is this plussize bra the secure front clasp goes on and off in a pinch while the cushioned wire never gets close enough to pinch back,44.25,In Stock,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Lingerie, Sleep & Lounge"",""Lingerie"",""Bras"",""Everyday Bras""]",2605.7680612780746,4.0,‏  ‎ 1245,‏  ‎ womens,25.4,38.1,15.24,low,clothing
travelpro crew versapack softside rolling underseat carryon bag men and women patriot blue 16inch,Travelpro International Inc.,designed to fit under the seats of most major domestic airlines the durable crew versapack rolling undersea carryon keeps you ultraorganized on the fly pack it alone for an overnight trip or as a companion to other luggage and enjoy ample interior space a removable hanging personal organizer with waterresistant compartments and organizational pockets padded laptoptablet sleeves up to 14 exterior side pockets fitting for an umbrella or water bottle and a quickaccess front pocket with key fob and builtin organizers because weve thought of everything a travelpro quick slip front pocket with magnetic closure is perfect for storing a cell phone or other essentials when going through airport security while an external usb port with faacompliant dedicated power bank pocket lets you power up electronics on the move hit the road sidewalk or terminal on two ultrastrong highperformance ball bearing wheels that provide a smooth roll over any terrain led by a heightadjustable powerscope handle carrying options also include dual handles and a rear stacking strap to secure the tote to another rolling bag for handsfree mobility built for professionalgrade dependability with robust corner armor skid guards and heavyduty wheel housings crew versapack is the civilian version of the luggage flight crews use tested to meet the same superior quality and durability standards,195.49,Only 7 left in stock - order soon,"[""Clothing, Shoes & Jewelry"",""Luggage & Travel Gear"",""Luggage"",""Carry-Ons""]",2762.3752799999997,4.6,407187722,unisex-adult,20.955000000000002,33.655,40.64,high,clothing
cline top loading heavyweight poly nohole sheet protectors 85 x 11 inches 25 per box 62907,C-Line,cline clear heavyweight polypropylene nohole sheet protectors offer the extra document storage durability of traditional heavyweight sheet protectors but without the threehole punched binding strip use by themselves to post signs or protect frequentlyused materials or to subdivide files and folders acidfree archival quality polypropylene means no photocopy transfer these clear finish sheet protectors fit 11 x 812inch documents,8.98,In Stock.,"[""Office Products"",""Office & School Supplies"",""Binders & Binding Systems"",""Binder Accessories"",""Sheet Protectors, Card & Photo Sleeves""]",309.00955,4.6,‎62907,Home & Kitchen,29.3624,23.9776,2.54,very_low,office products
champion womens plus powerblend hoodie graphic script,Champion,think outside the gym champion authentic originals are athletic wear classics updated with the latest in fabric and fashion,24.95,Only 1 left in stock - order soon.,"[""Clothing, Shoes & Jewelry"",""Women"",""Clothing"",""Active"",""Active Sweatshirts""]",2605.7680612780746,4.0,GF140,womens,55.88,45.72,2.54,low,clothing
ramsons stud eau de parfum 100ml exquisite fragrance for men longlasting captivating scent for all occasions make a lasting impression,RAMSONS,stud ramsons stud is a luxurious unisex perfume made from a unique blend of musk jasmine rose and lily this woody leathery ambary and powdery aromatic fragrance is thoroughly rejuvenating ramsons stud boasts a dash of bergamot pineapple lavender and orange making this floral fruity and herbal fragrance stand out among its peers experience this alluring eau de parfum from ramsons features popular across all age groupsa riveting mix of floral fruity and herbal essencewarm sweetsmelling powdery leathery and woody scent,455.0,In stock,"[""Beauty"",""Fragrance"",""Perfume""]",390.0,4.3,RPPL-46,Beauty,10.0,4.2,13.7,high,beauty
johnson level tool 18290200 metricinch fiberglass long tape 200 yellow 1 tape,Johnson,make your next large measuring job easy with this metricinch fiberglass long tape the 60m200 long tape features a 12 blade with both metric and inch graduations and it was built to last with a high impact abs case and a durable pvccoated blade that resists abrasion the tough blade hook keeps the blade from slipping during use ensuring your measurements are accurate,25.43,In Stock,"[""Tools & Home Improvement"",""Measuring & Layout Tools"",""Linear Measurement"",""Tape Measures""]",0.283495,4.6,1829-0200,Tools & Home Improvement,32.385,23.495,3.81,low,tools home improvement
armitron womens premium crystal accented bracelet watch,Armitron,scratch resistant mineral crystal lens and japanese quartz movement,31.56,In Stock.,"[""Clothing, Shoes & Jewelry"",""Women"",""Watches"",""Wrist Watches""]",2605.7680612780746,4.2,‏  ‎ 75/2475MPSV,‏  ‎ Womens,25.4,38.1,15.24,low,clothing
nike up or down men deodorant pack of 2 longlasting fragrance body spray combo for men deodorant for active living nike mens deo set ultimate odor protection grooming essentials signature nike scent highperformance mens deodorant,Nike,nike up or down men deo combo pack of 2 elevate your grooming routine with the nike deodorant pack for men a curated collection of essentials designed for the modern man who values style performance and longlasting freshness this exclusive mens body spray combo brings you the perfect blend of sophistication and confidence making it the ideal choice for your active lifestyle immerse yourself in the invigorating experience of our longlasting fragrance set crafted by nike this active lifestyle deo provides the ultimate odor protection duo ensuring you stay fresh and confident throughout the day unleash the power of our highperformance deodorant a premium formula that goes beyond ordinary grooming discover the grooming essentials for men in this signature nike scent pack our specially crafted fragrance is designed to be a confidenceboosting fragrance giving you the confidence to conquer every moment this bundle is not just the best mens deo combo its a freshness all day bundle soothing and long lasting fragrances by nike indulge in the essence of style with our stylish mens scent set part of the famous deodorant pack from nike the ultimate odor defense is at your fingertips ensuring you make a lasting impression wherever you go the nike up or down aroma duo is a testament to our commitment to providing the best mens deo combo in the market experience the pinnacle of grooming with the nike grooming essentials carefully selected to create the stylish mens scent set youve been searching for this premium mens grooming set is more than just a fragrance pack its a reflection of your unique style invest in the nike up or down fragrance pack a mens deodorant value set that caters to your active living this active living deo combo is your goto solution for a complete grooming experience elevate your confidence and make a statement with nike where every spray is an affirmation of style and freshness,563.0,In stock,"[""Beauty"",""Bath & Body"",""Deodorants & Antiperspirants"",""Deodorant""]",350.0,4.3,15C0861,Beauty,24.5,12.5,6.7,very_high,beauty
jo malone blackberry bay cologne spray for women 1 ounce packaging may vary,Jo Malone,jo malone blackberry bay cologne 10 oz cologne spray,60.52,Only 19 left in stock - order soon.,"[""Beauty & Personal Care"",""Fragrance"",""Women's"",""Cologne""]",2605.7680612780746,4.6,0690251026098,Beauty & Personal Care,5.08,5.588000000000001,10.16,medium,beauty personal care
josmo unisexchild walking shoes first walker,Josmo,dress up or down in these ankle height oxfords they have a dual colored sole and laces that fit just right josmo shoes offers a blend of fashionable and traditional styles that dont skimp on quality with prices that both parents and kids can get excited about,27.32,In Stock,"[""Clothing, Shoes & Jewelry"",""Girls"",""Shoes"",""Boots""]",2605.7680612780746,4.5,8190,unisex-child,25.4,38.1,15.24,low,clothing
finish line citrus degreaser bicycle degreaser,Finish Line,about this item strong and safe biodegradable formula that is safe for use with all plastic and rubber parts made using orange peal and soybased extracts nontoxic strong enough that you can dilute with water for less difficult cleaning jobs low surface tension for thorough penetration into all areas,63.0,In Stock,"[""Sports & Outdoors"",""Sports"",""Cycling"",""Bike Tools & Maintenance"",""Bike Lube""]",0.283495,4.7,2012,Sports & Outdoors,27.94,17.78,11.43,medium,sports outdoors
rsvp international reusable straw set dishwasher safe 85 inch 4 piece stainless steel straight,RSVP International,rsvp strives to offer quality kitchen products and cooking tools at competitive prices endurance spoonstraw set is made of 188 stainless steel and is dishwasher safe set of 4 straws that measure 85 long when all the right people ingredients kitchen tools and food come together we call this the art of gathering,13.91,Only 15 left in stock - order soon,"[""Home & Kitchen"",""Kitchen & Dining"",""Kitchen Utensils & Gadgets"",""Straws"",""Reusable Straws""]",22.6796,4.6,8185,Home & Kitchen,21.59,2.54,1.27,very_low,home kitchen
corsair cp9020072uk professional platinum series hx750i atxeps 750w power supply unit,Corsair,product description hxi series power supplies give you extremely tight voltage control virtually silent operation and a fully modular cable set with all japanese 105c capacitors theyre a great choice for high performance pcs where reliability is essential 80 plus platinum efficiency reduces operating cost and excess heat and together with zero rpm fan mode technology gives you virtually silent operation with corsair link digital support you can monitor power supply performance toggle single rail or multi rail mode and control fan speed directly from your desktop and the fully modular low profile cable set makes builds and upgrades easy with clean greatlooking results set contains 1x hx750i psu,376.36,In stock Usually ships within 4 to 5 days.,"[""Electronics"",""Computers & Accessories"",""Computer Components"",""Internal Components"",""Internal Power Supplies""]",3225.03912,4.5,CP-9020072-UK,Default Category,18.0086,15.0114,8.6106,high,electronics
skechers for work mens hartan steel toe slipon shoe,Skechers,work shoes,57.99,In Stock,"[""Clothing, Shoes & Jewelry"",""Men"",""Shoes"",""Loafers & Slip-Ons""]",2605.7680612780746,4.2,77066,Mens,25.4,38.1,15.24,medium,clothing
fox racing mens 180 illmatik motocross glove,Fox Racing,fox racing is the global leader in motocross and mountain biking gear and apparel we outfit the worlds best competitive athletes and enthusiasts with products that combine innovation and style rooted in the brands original competitive motocross spirit,16.59,In stock Usually ships within 2 to 3 days.,"[""Automotive"",""Motorcycle & Powersports"",""Protective Gear"",""Gloves""]",2605.7680612780746,4.5,25798,mens,25.4,38.1,15.24,very_low,automotive
gator cases pro series rotationally molded 4u rack case with standard 19 depth made in usa gpro4u19 black,Gator,the gator cases usa made rotationally molded gpro series rack cases are manufactured in our indiana facility to withstand the rigors of touring made with virtually indestructible rotomolded polyethylene these cases will protect your rack gear from the damage and destruction that can occur in between gigs the 19 rackable depth is design to hold both shallow and deep sitting gear the moldedin ergonomic carry handles are design to provide comfort while moving your gear around the gpro series rack case also comes with front and rear rack rails as well as recessed twist latchesthe gator g pro series rack cases are available in 2u 4u 6u 8u 10u and 12u sizes the g pro series also includes the rolling gpror series rack cases in 4u 6u and 8u sizes the gpro and gpror series rack cases were designed to provide solid protection for the gear mounted within them gator cases understands that your gear is important and needs to be protected this is why our designers designed the cases polyethylene frame to withstand impacts but maintain lightweight for easy transport the solid rack rails are also designed to support your gear with no problemgator cases is known for manufacturing innovative products designed to protect we offer a wide range of available sizes materials and protection levels for all types of instruments and gear including frameworks stands rackworks install racks and accessories and protechtor drum cases it isnt hard to find a great reason why gator should be the brand you trust to protect your equipment for life,199.99,In Stock,"[""Musical Instruments"",""Studio Recording Equipment"",""Mixers & Accessories"",""Accessories"",""Bags, Cases & Covers""]",5443.103999999999,4.4,G-PRO-4U-19,Musical Instruments,54.61,25.4,53.975,high,musical instruments
gesum ceiling fan with lights remote control 22 lnch small ceiling fan with light 3 reversible blades low profile ceiling fan for kitchen bedroom dining room 3 colors 6 speeds black,GESUM,previous page next page 1 6 wind speed 2 quite dc motor 3 forward and reverse previous page next page 1 living room 2 dining room gesum small ceiling fan with light 22 inches add to cart 22 inches add to cart 29 inches add to cart 42 inches add to cart customer reviews 43 out of 5 stars 498 43 out of 5 stars 498 43 out of 5 stars 498 43 out of 5 stars 199 price 44994499 79997999 59995999 1280012800 color black white wood black white wood color temperature 3000k6000k 3000k6000k 3000k6000k 3000k6000k reversible timing wind speed 6 6 6 6 size 22d x 22w x 78h 22d x 22w x 102h 29d x 29w x 106h 22d x 22w x 87h,44.99,In Stock,"[""Tools & Home Improvement"",""Lighting & Ceiling Fans"",""Ceiling Fans & Accessories"",""Ceiling Fans""]",4082.328,4.3,2105,Tools & Home Improvement,22.0,22.0,7.8,low,tools home improvement
kingston brass kvpb3030mbsq8 templeton console sink 30 l x 22 w carrara marblebrushed nickel,Kingston Brass,with a beautiful carrara marble counter top this console sink set is a long lasting durable and elegant addition to your bathroom a fabulous alternative where space is limited or tight making them friendly for the whole family with different shades and natural designs otherwise known as veining no two sinks will be alike also for your convenience antislip rubber pads are included with the brass legs to ensure steadiness water supply kit drain assembly and the faucet are sold separately kingstons carrara marble tops are polished but they are not sealed polished marble has a shiny surface and resists stains natural stone even when polished is still somewhat porous and does remain susceptible to etching by acidic compounds like fruit juice vinegar some cleaning solvents etc for customers that wish to further protect their investment the granite can be sealed the following is intended solely for informational purposes kingston does not warranty nor accept liability for damages or other negative outcomes resulting from any treatment or coating applied to the countertop after purchase whether applied by the customer or by a third party for anyone unfamiliar with this nature of project kingston recommends consulting an experienced professional in your area when looking for a sealant product please be sure to seek a product specifically designed for use on polished granite surfaces be sure to always avoid anything containing a citrus ingredient acid ingredient tung oil linseed oil or other natural oils these can damage or discolor your granite,897.56,Only 1 left in stock (more on the way).,"[""Tools & Home Improvement"",""Kitchen & Bath Fixtures"",""Bathroom Fixtures"",""Bathroom Sinks"",""Console Sinks""]",32068.9544,3.7,KVPB3030MBSQ8,Tools & Home Improvement,22.0,30.0,34.75,very_high,tools home improvement
quip adult smart electric toothbrush sonic toothbrush with bluetooth rewards app travel cover mirror mount soft bristles timer and metal handle allpink,Quip,quip adult smart brush all black quip adult electric toothbrush metal handle copper quip adult electric toothbrush plastic handle green quip cordless water flosser all black metal quip kids electric toothbrush rubber handle purple add to cart see details add to cart add to cart add to cart customer reviews 36 out of 5 stars 257 43 out of 5 stars 1934 43 out of 5 stars 2952 41 out of 5 stars 222 45 out of 5 stars 1038 price 58595859 19971997 69996999 19971997 what you get bluetooth smart motor brush replaceable brush head travel cover electric brush replaceable brush head travel cover replaceable aaa battery electric brush replaceable brush head travel cover replaceable aaa battery bluetooth smart motor replaceable floss tip electric brush replaceable brush head travel cover replaceable aaa battery rechargeable with magnetic usba cable modes 1 sensitive sonic bristle vibrations 1 sensitive sonic bristle vibrations 1 sensitive sonic bristle vibrations 2 gentle deep clean modes 1 sensitive sonic bristle vibrations guiding feature 2 min quad timer 2 min quad timer 2 min quad timer 360o tip for hard to reach places 2 min quad timer battery life up to 3 months with 2x daily use up to 3 months with 2x daily use up to 3 months with 2x daily use up to 8 weeks with daily use up to 3 months with 2x daily use charge type replaceable battery replaceable battery replaceable battery replaceable battery replaceable battery american dental association accepted material metal metal plastic metal rubber track and earn rewards smart sync with quip app and earn rewards manually track with quip app and earn rewards manually track with quip app and earn rewards manually track with quip app and earn rewards manually track with quip app and earn rewards,37.99,In Stock,"[""Health & Household"",""Oral Care"",""Toothbrushes & Accessories"",""Powered Toothbrushes & Accessories"",""Powered Toothbrushes"",""Sonic""]",2605.7680612780746,4.3,920-00130,Health & Household,7.2898000000000005,0.3302,15.7988,low,health household
manic panic after midnight hair dye,MANIC PANIC,previous page shop halloween store visit the store shop the look shop hair bleach visit the store shop new 8oz classic jars visit the store shop tools amp accessories visit the store shop shampoo amp conditioner visit the store shop by colors visit the store next page,11.94,In Stock.,"[""Beauty & Personal Care"",""Hair Care"",""Hair Coloring Products"",""Hair Color""]",2605.7680612780746,4.3,‏  ‎ 612600110012,Home & Kitchen,30.48,30.48,0.9906,very_low,beauty personal care
fiebings acrylic resolene 4 oz protects leather finish,Fiebing's,fiebings neutral acrylic resolene 4 oz protects leather finish our most popular top finish for use over dyed antiqued or polished leathers acrylic resolene is flexible durable and water resistant best applied with a damp sponge tip resolene goes on with a slight blue tint but when dry results in a gorgeous gloss finish,9.96,In Stock.,"[""Automotive"",""Car Care"",""Interior Care"",""Leather Care""]",113.398,4.7,‎8542145337,Home & Kitchen,12.7,12.7,2.54,very_low,automotive
